cluster_number,movie_indices
93,"508,1143,2522,3427,4676,4762,4896,5062,5166,5725,5743,5801,5860,5949,6221,6316,6478,7700,7854,8398,8955,8984,9001,9277,9939,9990,10065,10172,10546,10891,11305,11517,11697,13427,13550,13683,14391,15194,15624,15850,16724,17870,18488,18496,19103,19411,19442,19596,19863,20123,20135,20588,22068,23149,25225,26512,26702,27027,27058,27254,28500,29364,29412,29634,29678,29916,30118,34316,34385,34700,36489,37551,37568,37737,40896,41056,41927,41960,42301,43145,43167,43424,43680"
94,"515,601,692,792,1514,1801,2879,4154,4336,5415,5492,5850,6064,6084,6272,6418,6491,6818,7200,7289,7773,8630,8858,9076,9380,9672,9834,9899,10383,10418,10517,10558,10634,10671,10840,11013,11808,11813,12122,12254,12884,12950,13034,13201,13410,13491,14063,14574,14598,15000,15169,15773,16093,16237,16249,16569,16865,17212,17387,17620,18046,18142,18330,18727,18934,19218,20054,21934,22130,22196,22284,22449,23766,24191,25203,25321,26088,27917,29638,31637,32356,32525,32990,33504,34209,34756,35437,35798,36087,36186,36341,37767,37858,40215,40533,40660,41592,41744,42106,42303,42999,43590,43610,43611,43710"
95,"526,528,5070,5175,5653,5655,5695,5818,6553,6621,6736,6968,7048,7254,7733,9865,9889,9892,10409,10480,10501,10592,11174,11388,11599,11909,11959,12328,13357,13611,17424,18684,20501,20579,21979,24707,27502,27985,34355,35052,36956,38682,40875,41034,41154,41191,42086,42125,42159,42269,43476,43663"
96,"532,941,1642,7222,10020,10941,12222,12565,13343,22815,26437,27185,28275,29312,32302,36996,37227,40851,42818,43039"
97,"551,715,1124,3079,7435,7877,8197,10329,11698,11740,12047,13862,15063,19121,42478"
98,"558,3384,4040,6518,7836,8225,8612,8640,8742,9984,11124,15629,19220,33072,42283"
99,"575,595,658,662,765,781,804,1507,1525,1589,1591,1755,1764,1919,2047,2048,2384,2516,2838,3093,3337,13127,19689,24602,25213,26898,27408,29121,31808,32969,36007,36903,40218,43242"
100,"585,1370,2397,11629,14487,15284,17336,19341,31299,32665,40683,40829,41451,41984"
101,"624,4246,10969,12123,19432,23443,26016,31429,34485,36811,36830,36908,38845,39342,43180"
102,"638,767,2040,2096,2196,2927,3531,9031,11094,12104,14881,15099,19337,19457,20569,24492,25196,29060,30018,32755,32929,33937,40217,40541,40542,41303,42717"
103,"644,2327,20118,30937,33247,35610,39432,42400,42471,43316"
104,"659,879,977,1053,1063,1823,1832,2093,2156,2817,2880,2933,2987,3375,3407,3899,4679,5256,5564,6044,6265,7169,8810,11353,12438,12985,13922,14037,14370,14794,15708,15934,16194,16351,16501,16575,16580,17327,17484,21357,21775,21842,21998,22917,23220,23378,23625,25218,25378,25670,26563,28162,29819,31035,31115,31526,32437,32703,33739,33751,34646,34794,37857,39082,40432,40672"
105,"679,1828,8684,23003,28929,29378,31055,32899,35579,36538,37611,38420,39523,39804"
106,"695,839,3063,4300,11798,16647,17318,18970,19154,19224,19786,21244,23068,24890,28582,29296,31488,33165,34251,35094,37495,37660,38514,42404,42551,42724"
107,"719,2535,2562,3076,5219,9367,12684,21978,28191,30856,33181,33891,41641,41841"
108,"722,15843,16520,18056,18470,20084,20939,21940,32009,34648,38657,39360,39739"
109,731
110,"738,6727,13443,14645,15779,18383,25589,31191,31869,34670,38430,38967,40100,40649,40854,43347"
111,"746,2148,4173,4294,4394,7868,8958,9087,11331,12041,12167,13297,14268,16191,22429,25953"
112,"75,734,830"
113,"774,3075,3469,11073,13903,23024,30704,32960,33476,34173,37355,42107,42555"
114,"780,2685,2721,10553,11836,16254,18162,28009,28070,30043,32426,32634,33828,39467"
115,"805,973,998,1173,1356,4013,4073,4458,4494,4527,4879,7490,8101,9098,11551,16122,17594,17899,29717,33288,33435,33436,33437,33581,39322,41286,42992"
116,"865,1132,7761,10461,13274,19027,25556,29706,30890,33726,34733,41061,43612"
117,"870,17694,20604,21123,23377,25987,34321,35659,36868,39139,40107,40355,41774"
118,"925,2488,7347,21507,26500,27583,29326,33822,33841,33928,35327,35338,36119,42764"
119,961
120,"964,1646,1684,2594,3535,4472,4552,4669,4704,5002,5010,5098,5126,5370,5442,5689,5772,5931,5983,6170,6237,6241,6525,6538,6740,6788,7938,8170,8673,9002,9027,9273,9281,9309,9838,9971,9998,10516,11037,11415,11733,12271,13154,13934,16244,17110,17179,17864,19216,20136,22142,24971,25342,27279,28063,28143,28152,28224,28235,28805,29350,29592,29790,29977,30029,30049,31238,32415,32748,33122,33256,33275,33940,34968,35892,38924,39422,40312,40571,42172,42497,42709,42766,43487,43645"
121,"975,3153,3318,3382,4620,5038,5708,8727,8887,9063,10200,11949,11969,12826,14524,15810,18222,21926,22873,25008,31894,33258,33385,36653,38338"
122,"978,1010,1324,1652,1681,2074,2084,2379,2693,2799,3058,3198,3436,3865,3911,4184,4335,4576,4724,4726,4976,5328,5730,6244,7322,7654,8474,8491,10039,10448,10682,11241,11471,11714,11819,12721,13033,13575,13667,13741,14677,14958,14985,15057,16360,17432,17479,17551,17938,18405,18742,18974,19293,19526,20530,20882,21448,22562,22835,22851,22996,23751,23792,25394,26868,27606,28825,28978,29795,30402,31733,32157,32271,32586,33029,33898,35525,35791,39286,39609,40064,40288,40757,40850,41144,42253,42318,43015,43179,43493,43734"
123,"983,1003,1005,1006,1196,1197,1415,1594,1626,1721,1914,1949,2212,2306,2309,2310,2619,2657,2865,2892,3014,3212,3552,3596,3940,3960,5769,8076,8842,10710,15552,17316,18564,18880,19033,19034,19115,19495,19534,19780,19910,20067,20324,20940,22156,23343,23413,23902,25793,29499,29557,29705,31795,31826,32523,35050,35295,37653,37833,38297,38416,39333,40194,42776,42816,43721"
124,"992,1863,13790,25267,25353,26121,26732,26906,29441,30789,38091,40590,41966"
125,"1026,3066,5880,6001,6226,6238,6275,6685,6845,7091,8930,9848"
126,"1054,1113,1303,1864,2483,3123,3772,4551,4606,5487,5670,5682,5812,5813,6359,6453,7009,7414,7941,8194,8380,9441,9683,9785,9995,10160,10965,11974,13002,16397,16403,17009,17082,17189,17823,21422,23393,24077,25066,27682,29893,30910,31161,31291,32568,33846,35639,35645,35833,35905,37968,38332,38434,39991,40749,40915,41020,41986,42407,42413"
127,"1069,2105,11554,18047,29612,31257,32764,32807,33430,36907,37368,38884,42311"
128,"1216,2783,17661,19737,20134,32513,33725,38747,40969,41946,42256"
129,"1231,1255,1284,4418,4555,4583,4635,4642,4655,4786,4861,4907,4912,4942,4954,5037,5066,5071,5206,5230,5252,5413,5417,5424,5458,5514,5946,6303,6747,7386,7539,8129,8389,8468,8496,8696,9254,9349,9538,9957,11789,12173,12386,12409,12760,12776,13214,13852,14541,14601,15299,15396,15507,15737,16112,16427,17558,17971,22039,22134,22293,22522,23824,25536,29131,29307,29535,29737,29850,30044,30050,30280,30511,31264,31530,32289,32680,32943,33323,33372,33486,33995,34263,34841,34860,35109,36202,37521,39488,40701,40803,42377,42621,42973,43642"
130,"1256,3672,5003,8805,9161,10179,10539,12286,12358,12761,12805,13046,13173,13548,13737,13757,13767,14197,14611,14713,14953,15425,15459,15479,15495,15715,16053,16455,16953,17395,17472,17544,17554,17571,18846,18850,19133,19180,19568,19627,19740,20275,21197,21547,21752,21798,21881,22310,22376,22903,23331,23839,24097,24478,24913,24931,24969,25224,25235,25365,25584,26756,27003,27309,27434,27591,27640,29010,29127,29972,30172,30291,30311,30830,31040,31979,32551,33514,34112,34178,34547,34607,34657,34803,34866,35027,35181,35254,35365,36168,36328,36598,36733,37234,37306,38154,38260,38661,39116,39168,39209,39619,39622,39647,40065,40231,41000,41314,41663,42194,42516"
131,"135,142,144"
132,"1412,2611,3107,3709,8209,14143,16726,25591,27730,29017,36423,37309,40940,43278"
133,"1427,2866,2976,3269,3624,4147,4342,4847,4908,5396,6556,7450,9184,9523,9795,10175,11177,12121,12415,13301,14572,14604,14665,14775,16300,17838,17883,19551,21034,21766,25443,26343,26439,27129,27647,30598,31011,33762,36085,36641,39505,41319"
134,"1432,2924,7047,9511,18805,19727,23815,25550,28430,31197,33007,34072,35985,37472"
135,1439
136,"1486,2850,2890,3778,4398,4822,4931,5738,5938,6483,7383,8337,31357,34620,42227,43118"
137,"1513,3251,3462,6155,6196,6995,9009,10171,10251,11064,12774,14379,16220,16798,30378,32688"
138,"1518,2135,2141,3350,3475,5642,7382,28976,31471,34731,43068"
139,"1586,3880,4783,4863,5171,5775,6422,6965,9064,9927,10004,10798,12923,16782,24562,24876,27150,30403,33324,33325,35801,36477,37997"
140,"1588,5627,12561,16215,17688,17818,19324,20676,29111,29970,31107,36118,38605,40322"
141,1627
142,"1645,2238,16189,20998,22471,28670,29584,31834,34001,36064,40555,42432"
143,"1656,2033,3030,4068,4302,9239,10337,13782,16041,17227,17490,18255,18292,19529,20158,20448,21729,23118,25963,28466,28834,29317,30351,30714,30897,31784,32691,32773,33511,38489,39297,40028,40528,40886,41708,42406,42892,43045,43163"
144,"1664,11630,14441,19428,20255,27498,28017,32838,34190,38466,38768,40161,42140"
145,"1688,3714,4586,5015,5384,6450,7050,7162,7372,7769,8174,8692,8778,9066,9993,10635,13977,14011,17454,18237,19167,29807,30084,30985,34662,42161,43668"
146,"1709,12929,16774,25302,30672,33776,34955,37403,40878"
147,1728
148,"1740,3162,11203,15814,16781,17431,26314,28054,28960,29928,30588,32548,32622,33123,35006"
149,"1745,3202,4104,4318,5951,9394,18604,21199,23455,24108,24351,25951,37010,37511,39283"
150,"1754,3972,9559,10213,14564,15003,16725,23188,26448,27813,28355,29289,30263,31372,31459,31558,31814,32522,34525,34658,39262,40002,40554"
151,"1781,5606,6402,7330,8260,8973,11511,13205,13356,13460,15153,17522,18878,24325,25980,27624,32481,37327,39409"
152,"1807,2781,3636,11543,15029,29472,31796,35374,37040,40464,41693,43141"
153,"1809,2092,2625,2646,4319,7046,11062,14952,17459,18200,21537,21912,22024,23765,24406,25915,26456,28117,28471,29949,33242,34509,34753,38805,39148,42212,42722"
154,"1889,3959,7445,7826,9062,10040,10315,11091,12185,12334,13770,19141,21319,21779,22082,23451,29803,30595,31786,34208,35785,41665"
155,"1891,5687,6007,20776,30759,31414,32014,33015,33657,39520,41438,42739,43121"
156,"1982,3957,8814,13469,15445,17206,17968,19532,22980,23700,29058,29585,31763,42223"
157,"2005,2012,2119,3272,11347,18340,20902,30232,30732,31408,31743,36504,36640,43436"
158,"2016,15494,21112,22102,27645,28799,29804,30566,30655,32610,33880,33959,36296,43099"
159,"2115,3985,13124,21515,26474,27543,29876,32135,33835,34777,38730,38789"
160,"2161,2324,3073,7775,8118,17041,21445,22158,27565,29382,31066,32408,32816,35890"
161,"2216,2931,3389,3918,21802,22353,27041,28990,31214,33067,35736,36995,39912"
162,"2250,2504,2605,4396,4467,4513,4614,4685,4870,4890,5076,5397,5405,5420,5445,5539,5542,5970,6003,6164,6476,6594,6630,7687,8481,9308,10490,10580,10594,10980,11319,12127,12324,13522,13804,14544,15529,15758,16055,16210,17149,17930,18181,19250,20499,20616,21682,22446,24358,24595,26841,26924,27013,28505,30933,38341,39264,41121,43369"
163,"2258,5859,6097,7652,22225,25205,25707,32369,33506,36238,39265,43518"
164,"2259,7718,20373,24320,25870,27712,29851,30132,32076,32102,34002,36850,39853"
165,2260
166,"2272,10042,12659,20167,23898,31467,36199,39631,39672,42620,43298,43308,43456"
167,2387
168,2395
169,"2429,3336,8304,19888,21190,21591,21943,21968,22482,22971,31082,32859,37721,39052"
170,2441
171,"2586,13354,19988,21529,29502,30231,30495,33071,33769,38035,38556,42932,43215"
172,"2596,4618,5395,5497,5677,5840,6446,6708,11566,12751,14192,14877,19217,19874,30952,35549,37581"
173,"259,919,177"
174,"2696,4244,10728,13252,15731,18571,26960,29660,31741,33287,37471,40615,41742,43531"
175,"2741,2820,5220,7944,9153,10500,12404,18256,20354,23454,23759,25451,25869,26662,27474,29574,29925,31272,31355,34598,35479,37804,39035,40936,42585,42861"
176,"2752,10820,12515,13752,20083,24087,24125,28887,29130,32939,38854,40658,41410,42362"
177,"2867,4348,9680,10098,11875,13531,14276,14651,22567,24433,25277,30201,30417,32864,36065,37998,38224,42806,43540,43565"
178,"2891,3114,3180,3256,3306,3633,4025,6015,6171,6542,7472,7474,8277,9967,10390,10473,10545,10959,11107,12307,12742,12845,13266,13369,13720,15904,17374,18597,18803,20428,22389,23332,24156,24884,25129,25493,25534,27145,27489,28451,29538,29569,29797,30230,31076,31700,32745,33943,34456,34562,34899,34904,35073,35259,35375,36566,36906,37049,37659,37766,37989,38184,39180,39193,39721,40239,40425,40569,41327,43652"
179,"2979,7586,17803,23330,25297,26040,27539,30204,35499,38081,38928,39328,41015,41336"
180,"3072,4280,8045,10650,16987,17306,22337,23469,24498,26146,31144,32217,33052,35912,39784"
181,"3091,4508,4589,4909,5190,7008,8769,9444,11607,12344,12871,17178,18028,18035,19846,22579,38639,40361,42306"
182,"3100,10923,12990,18369,19775,21700,21830,23289,25783,27419,31717,33313,34852,42111,43075"
183,"3110,19284,22019,25383,28711,36068,37130,39696,40855,42322,42488"
184,"3130,12472,19107,20122,20608,24280,24533,28890,29137,29320,29950,31305,34416,34874,39846"
185,"3150,3921,11406,14133,14303,14549,20859,23174,23619,24307,31032,32871,32901,32918"
186,3199
187,3219
188,3239
189,3255
190,3264
191,"3358,4427,5965,10596,19069,29157,30009,33054,33205,35130,39034,42352"
192,"3383,3742,4324,4566,8703,17800,24950,25074,27347,29274,32508,32726,36561,39456"
193,3425
194,"3484,4024,4139,4252,5099,6285,8188,8732,10295,10778,12349,14703,14786,15030,15782,21834,22817,24285,24643,26684,30336,31382,31446,32280,33702,37421,37540,39752,41404"
195,3548
196,"3573,3741,10338,10440,10715,11194,11590,12705,15340,16662,20777,20810,21782,25478,26544,27376,28443,31812,33492,38758,41507,42600,42601,43372"
197,"3586,11720,12667,15083,24261,28947,31202,32795,39865,40406,41059,43012"
198,"3613,14965,15790,16970,17912,18123,19638,23572,31005,33356,35520,35942,36871,39011,39421"
199,3629
200,"3649,9144,11395,11579,12514,16091,21845,29967,31612,34952,36622,38859,41186"
201,"3718,4558,14213,20226,20431,23892,28285,29751,32099,32743,34094,39198,43437"
202,3737
203,3896
204,"3970,6283,9154,12603,13292,13603,21783,23066,23503,27476,28790,30838,33658,40942,41371"
205,4043
206,"4050,4051,42052,42071,42082,42165,42228,42251,42252,42315,42342,42373,42379,42418,42512,42524,42542,42545,42606,42763,42783,42827,42863,42950,42968,42976,43096,43110,43165,43236,43324,43335,43352,43376,43377,43393,43430,43448,43500,43508,43510,43639,43665,43702,43725"
207,"4158,13830,15795,16317,17242,21753,22377,23739,26804,27268,28758,30073,31973,37491,43570"
208,"4242,4480,6595,16474,18929,25841,26462,27011,27454,31859,32509,34229,43061"
209,"4303,9152,10117,11950,12322,18199,20496,21865,28013,28440,29632,36844,37156,39412"
210,4330
211,"4352,6531,21494,24033,25281,25608,26203,27754,29754,31193,31491,38427,41794,42676"
212,"4379,4809,4820,5783,6785,7367,7591,7892,8091,8384,10938,13405,18491,28452,28468,34838,39649"
213,"4389,8079,11652,14435,21251,30587"
214,"44,021,960,935,571"
215,"4408,7272,7530,7540,10575,13650,14630,15068,15117,16738,17223,20957,22766,23338,27235,30948,33963,33977,34760,35928,36842,40182,42307,42550"
216,"4410,7060,7564,7820,8042,8082,8143,8270,8893,9107,9124,9316,9370,9571,9692,9697,10721,10750,10764,10886,11663,11754,12019,12043,12166,12303,12519,12835,13290,13352,13353,13661,13672,14086,14193,14624,14632,14813,15326,15686,16115,16192,16678,17157,17171,17282,17354,18349,18830,19823,19997,20703,21192,22899,22995,23104,23639,24774,25842,27910,28223,32569,33902,34546,36181,36387,36739,37512,37913,40032,42952"
217,"4454,4470,5021,5450,5496,5854,6075,7183,7459,8146,8211,8217,8965,9020,29975,42368"
218,"4537,6254,6441,7144,7795,8536,8871,8904,9279,9457,9647,10889,10897,10931,11564,12234,12381,13438,19155,21241,22796,27310,27742,35762,42218"
219,"4570,10058,13829,18871,20665,21433,26213,29643,32233,34377,36127,37184,38932,40238,43207"
220,"458,831,889"
221,"4602,4626,4682,5392,5671,5955,6452,7408,10838,11082,11777,11953,12257,12318,12399,12469,13158,13777,16828,18885,19135,20085,22551,22745,24551,26284,26454,26791,28558,30619,38233,38357,43196"
222,"4681,4819,5341,6564,6644,8952,9829,12646,13521,18448,23721,28244,28817,31603,33479,34420,34739,40802,42603,43408"
223,4792
224,4816
225,4883
226,"4918,5059,6408,6626,7855,9196,13321,18525,24153,28719,28942,41153"
227,"4924,6243,6924,7511,7808,9765,10183,10626,11512,11515,11563,11745,12683,18073,18561,19161,31608,34493,36935"
228,"4930,5147,8231,8264,10649,10692,11442,14258,15614,15815,15985,18250,20875,25278,33706,35107,37113,39484"
229,4968
230,4991
231,"5083,5229,7031,14419,22155,24234,30046,30785,30905,31475,40450,42589"
232,"5118,6733,12086,14727,17219,22599,26322,26895,27558,27669,30092,32311,36728,38524,39942,40137,41602,42091"
233,5212
234,"5535,9517,9814,10204,15905,21857,22915,23428,24530,29057,35572,38212,41597,42325,43686"
235,"5731,8832,12017,14717,15949,16800,16907,17881,21953,29958,41508"
236,"5807,10776,12593,15302,16642,20166,26095,29475,34592,36088,37496,39282,40669,41702,43108"
237,5865
238,5990
239,"6062,19012,26588,28441,30983,31013,39338,39433,42599,43528"
240,"6079,15759,26651,29451,34470"
241,"6179,16420,23184,32177,35782,36979,38045,38710,39626,40565,40972,41227"
242,6295
243,"6326,19955,20889,21177,21287,21444,26567,31666,35235,36126,37680,37827,39101,39436"
244,"6355,7682,7724,11997,12648,13951,14532,15072,15294,16229,17337,17935,18807,19634,20099,20870,22199,24411,26495,28484,28857,32477,34765,34884,36402,36414,38993,40169,42192,42790,42982,43716,43731"
245,"6421,10447,13989,14888,15287,21832,25772,26244,31702,32934,37287,37514"
246,6465
247,6521
248,"6614,14853,24475,25006,25082,30329,30800,32447,33803,36021,38793,39004,39271,41368"
249,"6693,6694,6696,6698,6701,6702,6703,6724,6725,6770,6853,6858,6859,6860,6861,6863,6864,6865,6879,6880,6884,6885,6886,6887,6893,6895,6925,6926,6937,6942,6943,6946,6948,6949,6950,6955,6956,6958,6979,6980,6989,7002,7003,7463,7522,7605,7606,7919,7975,7995,7996,8111,15915,42087,42181,42210,42286,42329,42336,42461,43076,43218,43280,43532,43631"
250,6705
251,"6764,7258,9725,13151,13407,14226,14227,14412,17753,18070,18221,19580,20356,21194,23116,23346,25395,25578,26303,26367,26368,28456,28573,31187,31516,31517,32376,32705,37148"
252,6900
253,"6982,6983,6984,6987,6988,42965"
254,7068
255,"7409,9274,9772,14154,14774,25797,32140,34103,35116,42876,43482,43621"
256,"7448,7518,7525,7925,8768,9580,11106,11526,12372,13094,13542,13756,13783,15763,16882,18193,19563,19632,23613,24069,25032,25236,26695,27280,30849,32112,32370,32945,33212,34194,36152,37779,39010,39576,40195,42267,42281,42823"
257,"7464,7550,7551,7568,7569,7958,7959,7960,8023,8069,8160"
258,7734
259,"7792,16919,17160,23961,28325,29944,30339,31173,32974,38509,39268,41345"
260,"7809,9284,9949,10786,12716,13227,17933,23461,23477,23703,24872,30026,34663,37780,42910,43016"
261,"8094,8460,18241,20624,20632,20795,27095,33046,33984,36305,36588,36725,36874,38888,39266"
262,"8183,22690,22792,24149,25025,25484,28183,30871,35040,35366,36349,40143,41089,41714,41779"
263,"8350,15376,15682,18606,22414,24054,25367,29847,34590,37908,38624,42009,42645"
264,8456
265,8457
266,"8541,13723,14788,16676,25117,36156,37420,37476,39403,39985,40461,40867,42003,42214,42628"
267,"8626,9900,13669,14032,14508,14759,20145,21354,25059,27164,31575,33517"
268,8659
269,"8782,12692,16505,21770,22964,27518,28024,28766,30362,36032,37519,38567,39501,39645,41555"
270,"8807,16186,18276,27363,30313,36511,43007"
271,9179
272,9270
273,9299
274,9408
275,"9607,14473,15899,21657,23274,26585,29004,30128,30474,30726,31703,42953"
276,"9656,16216,17107,19538,21923,23079,25941,29385,31195,33558,41304,43048"
277,"9791,11169,12174,13363,16783,20823,22844,29984,30000,32167,39224,41947,43177"
278,"9906,11051,14820,17757,20165,24340,25488,25666,33843,34148,35403,38007,38325,40985"
279,9961
280,"997,636,015"
281,9988
282,"10085,11256,17517,18161,22865,23564,32058,33238,33477,34348,35609,36672,42262,42632"
283,10168
284,"10508,17224,22020,23652,23800,25498,33411,33814,34938,35515,42076,43562"
285,"10755,15852,20858,21626,22440,23304,23783,26862,28546,34249,36327,36367,36665,38214,38828"
286,"10921,22392,27440,27519,29490,35269,35811,35889,38781,38976,40996,41505,41813"
287,"1,129,614,468"
288,"11673,12555,20677,21535,23488,27446,29174,31486,32767,32837,35869,38558,39000,41629"
289,11812
290,11822
291,11884
292,11946
293,"12052,19881,23168,27695,30646,31685,35763,39594,40005,41786,42597,42895"
294,"1,207,028,378"
295,"12317,12510,20202,21910,23298,24666,27432,30809,31090,33624,37312,39118,39487"
296,"12533,16740,18311,20625,27538,30395,32209,32792,32995,33625,36354,37573,39583,39728,40474"
297,"12770,13472,16812,20236,26592,28131,33966,34974,36154,36531,37481,39581,40564,41039"
298,"12779,13347,14847,15314,27096,29085,31561,31594,32420,35201,36990,38606,39848,40680"
299,"12918,17925,21178,23183,27215,32629,33967,35439,37005,37507,37628,41729,42663"
300,"12934,14916,19397,24428,27155,27536,30126,34469,37747,40577,42974"
301,12952
302,"13193,14709,16664,30047,30250,32372,33100,33478,33588,34956,37510,43023"
303,13217
304,"13280,17303,20201,21210,25320,27069,27118,28496,30065,35282,36097,37350,38148,38608,40560"
305,"13332,23031,23497,28793,29169,32125,32707,33410,35751,36845,37295,42219"
306,13629
307,"13742,14927,17196,21990,22758,23991,25926,25995,29714,30105,32694,33842,34156,36076,36208"
308,13831
309,13946
310,14403
311,"14463,17501,18308,19108,21829,23241,24237,27082,38005,38242,42392,42571,42713,42848"
312,14570
313,"14585,15417,21160,22545,23101,23178,25174,32315,37205,37367,37916,37993,38024,38078,38876"
314,"14640,14683,28197,29152,34007,36540"
315,"1,473,622,780"
316,"14966,17128,23349,24332,25553,27443,33681,35737,36884,42039,42197"
317,"149,812,088,323,159"
318,15834
319,16040
320,16167
321,"16198,18356,18428,18537,25786,33261,33264,34988,35694,36563,38393,38598"
322,16256
323,16281
324,16295
325,16579
326,"16585,17068,24315,25083,26603,27912,28000,28578,32846,35166,36766,40864,41240,41727"
327,16638
328,16677
329,16741
330,16761
331,"16875,20849,24866,26785,26915,31045,34141,34565,34613,36612,38436,38708,41415"
332,16906
333,16948
334,"17065,19278,24767,25012,27192,27450,30266,31514,31922,37736,38002,38301,38609,38644"
335,"17533,18018,20149,23287,23376,25146,26641,27174,29028,34751,35160,37136,40519,40758,41427"
336,17622
337,17851
338,"17982,19943,23458,24910,27393,29334,37686,37724,37799,38457,41463,41818,41844"
339,"18008,21254,21378,24451,24753,30195,31878,31881,32175,34146,35347,36362,40516,41922"
340,18023
341,"18433,23598,29213,30256,30652,32394,33712,34393,34408,37836,38105,42891"
342,"18851,23583,25227,25587,29530,32784,35526,36747,36951,38054,38649,40695,40912,41325"
343,18922
344,18947
345,"1,894,919,713"
346,"19567,20631,25675,26855,27123,27403,31457,32637,35708,35774,36103,38827,39425,40345"
347,19573
348,19598
349,19603
350,"19745,27416,27425,27472,32254,33283,33565,34467,37426,37645,39834,41367,41490"
351,20000
352,20277
353,"20670,22242,27784,33865,35712,37914,38785,39140,40135,40478,40506,41993"
354,"21988,22072,25011,27081,27675,30755,34188,35711,35914,36115,39247,39890,40515,41626"
355,22031
356,"2,203,832,496"
357,22329
358,"2,248,325,948"
359,22799
360,23291
361,23306
362,"2,332,532,244"
363,23496
364,23916
365,24380
366,24427
367,"2,454,026,056"
368,24565
369,25322
370,25372
371,25507
372,25575
373,25775
374,26092
375,26718
376,26961
377,27080
378,27104
379,27257
380,27599
381,27898
382,28114
383,28232
384,28315
385,28398
386,28458
387,28746
388,28882
389,29035
390,29105
391,29215
392,29743
393,29785
394,29936
395,29939
396,30382
397,30748
398,30841
399,30940
400,31241
401,31248
402,31392
403,31410
404,31441
405,31719
406,"3,202,243,065"
407,32519
408,32649
409,33532
410,33813
411,33933
412,33972
413,34088
414,34268
415,34572
416,34653
417,34673
418,34696
419,34706
420,35088
421,35177
422,35478
423,35761
424,35960
425,36557
426,36838
427,36866
428,38359
429,39765
430,40082
431,40300
432,40314
433,42100
434,42117
435,42596
436,42673
437,42756
438,43033
439,43241
440,43345
441,43661
442,43711
